"","Team_Id","Team_Name","Season","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS","Seed"
"860",1165,"Cornell",2017,"Ivy","8","21","71.5","77.2","-5.66","-1.55","-3.02","-5.38","-8.40",NA
"861",1166,"Creighton",2003,"MVC","29","5","79.1","64.8","14.29","1.03","10.68","4.65","15.33",6
"862",1166,"Creighton",2004,"MVC","20","9","68.4","61.8","6.62","1.89","1.79","6.73","8.51",NA
"863",1166,"Creighton",2005,"MVC","23","11","71.2","64.9","6.29","3.84","4.55","5.59","10.14",10
"864",1166,"Creighton",2006,"MVC","20","10","66.1","60.8","5.23","4.88","1.79","8.32","10.11",NA
"865",1166,"Creighton",2007,"MVC","22","11","67.3","60.9","6.33","6.24","2.95","9.62","12.57",10
"866",1166,"Creighton",2008,"MVC","22","11","71.5","66.0","5.55","4.45","4.85","3.21","8.06",NA
"867",1166,"Creighton",2009,"MVC","27","8","73.3","65.5","7.77","0.92","7.32","1.37","8.69",NA
"868",1166,"Creighton",2010,"MVC","18","16","69.8","68.2","1.59","3.15","2.90","0.69","3.59",NA
"869",1166,"Creighton",2011,"MVC","23","16","68.8","65.4","3.46","1.41","2.43","2.45","4.87",NA
"870",1166,"Creighton",2012,"MVC","29","6","79.2","69.7","9.51","3.41","13.18","-0.26","12.92",8
"871",1166,"Creighton",2013,"MVC","28","8","74.4","63.2","11.28","5.16","10.26","6.17","16.44",7
"872",1166,"Creighton",2014,"Big East","27","8","78.7","67.9","10.86","7.17","12.14","5.89","18.03",3
"873",1166,"Creighton",2015,"Big East","14","19","67.3","66.9","0.42","7.05","3.88","3.60","7.48",NA
"874",1166,"Creighton",2016,"Big East","20","15","79.6","72.4","7.26","6.44","10.10","3.59","13.69",NA
"875",1166,"Creighton",2017,"Big East","25","10","81.8","72.8","9.00","8.95","12.76","4.51","17.27",6
"876",1167,"Cal State Bakersfield",2011,"Ind","9","19","68.1","77.4","-9.29","-2.16","-2.43","-9.02","-11.44",NA
"877",1167,"Cal State Bakersfield",2012,"Ind","16","15","68.4","69.5","-1.06","-3.65","-2.07","-5.08","-7.15",NA
"878",1167,"Cal State Bakersfield",2013,"Ind","14","16","68.0","69.0","-0.97","-2.17","-2.98","-3.46","-6.44",NA
"879",1167,"Cal State Bakersfield",2014,"WAC","13","19","69.2","68.4","0.81","-4.31","-5.01","0.15","-4.86",NA
"880",1167,"Cal State Bakersfield",2015,"WAC","14","19","63.6","61.5","2.18","-5.80","-7.12","0.72","-6.40",NA
"881",1167,"Cal State Bakersfield",2016,"WAC","24","9","72.9","63.8","9.12","-5.15","-2.09","4.67","2.58",15
"882",1167,"Cal State Bakersfield",2017,"WAC","25","10","71.5","63.9","7.63","-1.94","-4.42","7.64","3.21",NA
"883",1168,"Cal State Fullerton",2003,"Big West","10","19","62.9","66.7","-3.72","-3.00","-7.82","1.10","-6.72",NA
"884",1168,"Cal State Fullerton",2004,"Big West","11","17","70.8","73.2","-2.39","-0.81","0.99","-5.02","-4.03",NA
"885",1168,"Cal State Fullerton",2005,"Big West","21","11","75.3","71.5","3.72","-0.83","6.45","-6.15","0.31",NA
"886",1168,"Cal State Fullerton",2006,"Big West","16","13","79.1","75.3","3.79","-3.07","5.64","-7.88","-2.24",NA
"887",1168,"Cal State Fullerton",2007,"Big West","20","10","82.1","76.4","5.70","-5.30","9.60","-11.51","-1.91",NA
"888",1168,"Cal State Fullerton",2008,"Big West","24","9","81.8","72.7","9.15","-3.06","11.86","-6.23","5.64",14
"889",1168,"Cal State Fullerton",2009,"Big West","15","17","73.3","73.6","-0.34","-1.26","2.36","-6.55","-4.20",NA
"890",1168,"Cal State Fullerton",2010,"Big West","16","15","74.3","73.0","1.29","-1.55","3.62","-6.49","-2.87",NA
"891",1168,"Cal State Fullerton",2011,"Big West","11","20","71.2","75.0","-3.81","-2.81","2.06","-9.74","-7.68",NA
"892",1168,"Cal State Fullerton",2012,"Big West","21","10","78.0","71.1","6.84","-5.32","5.88","-7.06","-1.18",NA
"893",1168,"Cal State Fullerton",2013,"Big West","14","18","76.6","74.4","2.19","-3.03","6.60","-9.56","-2.97",NA
"894",1168,"Cal State Fullerton",2014,"Big West","11","20","67.5","71.5","-3.97","-1.12","-2.86","-2.23","-5.08",NA
"895",1168,"Cal State Fullerton",2015,"Big West","9","22","64.2","69.5","-5.29","-1.06","-2.73","-5.85","-8.58",NA
"896",1168,"Cal State Fullerton",2016,"Big West","10","20","70.1","74.2","-4.10","-0.76","-3.10","-4.02","-7.12",NA
"897",1168,"Cal State Fullerton",2017,"Big West","17","15","73.5","71.3","2.22","-6.85","-3.81","-3.74","-7.55",NA
"898",1169,"Cal State Northridge",2003,"Big West","14","15","71.5","69.3","2.21","-2.20","0.47","-2.74","-2.27",NA
"899",1169,"Cal State Northridge",2004,"Big West","14","16","68.2","68.8","-0.60","-0.46","-0.47","-1.44","-1.90",NA
"900",1169,"Cal State Northridge",2005,"Big West","18","13","71.9","67.3","4.65","-0.98","1.18","0.56","1.74",NA
"901",1169,"Cal State Northridge",2006,"Big West","11","17","70.9","74.0","-3.07","-1.46","-2.27","-6.40","-8.67",NA
"902",1169,"Cal State Northridge",2007,"Big West","14","17","75.5","75.9","-0.42","-1.88","0.13","-6.26","-6.12",NA
"903",1169,"Cal State Northridge",2008,"Big West","20","10","78.0","71.1","6.93","-2.81","5.94","-4.71","1.23",NA
"904",1169,"Cal State Northridge",2009,"Big West","17","14","73.6","70.3","3.35","-0.14","6.41","-3.76","2.65",15
"905",1169,"Cal State Northridge",2010,"Big West","11","21","71.3","75.4","-4.06","-1.06","1.66","-7.47","-5.81",NA
"906",1169,"Cal State Northridge",2011,"Big West","14","18","69.8","71.3","-1.50","-1.55","-1.37","-3.98","-5.35",NA
"907",1169,"Cal State Northridge",2012,"Big West","7","21","68.1","75.0","-6.89","-2.61","-2.47","-10.18","-12.65",NA
"908",1169,"Cal State Northridge",2013,"Big West","14","17","75.3","74.5","0.77","-1.93","4.96","-8.85","-3.89",NA
"909",1169,"Cal State Northridge",2014,"Big West","17","18","76.8","77.5","-0.66","-3.29","4.37","-9.26","-4.89",NA
"910",1169,"Cal State Northridge",2015,"Big West","9","24","65.1","70.5","-5.36","0.39","-2.29","-4.32","-6.61",NA
"911",1169,"Cal State Northridge",2016,"Big West","10","20","71.4","75.4","-3.93","-0.85","-1.09","-5.76","-6.85",NA
"912",1169,"Cal State Northridge",2017,"Big West","11","19","78.0","81.3","-3.30","-4.13","3.41","-11.75","-8.34",NA
"913",1170,"Cal State Sacramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",1171,"Dartmouth",2003,"Ivy","8","19","60.2","63.9","-3.70","-5.44","-11.79","1.15","-10.64",NA
"915",1171,"Dartmouth",2004,"Ivy","3","25","56.9","67.0","-10.07","-6.17","-15.74","-2.54","-18.29",NA
"916",1171,"Dartmouth",2005,"Ivy","10","17","58.1","64.4","-6.37","-4.12","-12.90","1.70","-11.20",NA
"917",1171,"Dartmouth",2006,"Ivy","6","21","60.4","67.2","-6.78","-5.43","-9.05","-3.61","-12.66",NA
"918",1171,"Dartmouth",2007,"Ivy","9","18","58.9","67.3","-8.33","-4.75","-10.59","-2.50","-13.09",NA
"919",1171,"Dartmouth",2008,"Ivy","10","18","63.2","69.0","-5.86","-7.19","-9.99","-4.57","-14.56",NA
"920",1171,"Dartmouth",2009,"Ivy","9","19","62.5","67.8","-5.25","-6.03","-7.87","-5.41","-13.28",NA
"921",1171,"Dartmouth",2010,"Ivy","5","23","54.0","65.5","-11.50","-5.46","-17.13","-1.33","-18.46",NA
"922",1171,"Dartmouth",2011,"Ivy","5","23","59.5","71.0","-11.46","-3.39","-10.85","-4.01","-14.86",NA
"923",1171,"Dartmouth",2012,"Ivy","5","25","57.6","63.5","-5.90","-3.56","-11.32","1.25","-10.07",NA
"924",1171,"Dartmouth",2013,"Ivy","9","19","61.4","65.9","-4.46","-3.17","-7.15","-2.06","-9.21",NA
"925",1171,"Dartmouth",2014,"Ivy","12","16","68.0","66.6","1.46","-3.24","-4.55","-0.31","-4.85",NA
"926",1171,"Dartmouth",2015,"Ivy","14","15","63.3","63.1","0.21","-3.32","-4.00","0.89","-3.11",NA
"927",1171,"Dartmouth",2016,"Ivy","10","18","71.1","71.0","0.11","-3.29","-5.48","-0.10","-5.58",NA
"928",1171,"Dartmouth",2017,"Ivy","7","20","67.1","74.8","-7.70","-3.45","-6.12","-5.03","-11.15",NA
"929",1172,"Davidson",2003,"Southern (North)","17","10","80.7","71.1","9.63","-2.25","3.45","-3.25","0.21",NA
"930",1172,"Davidson",2004,"Southern (South)","17","12","73.1","70.8","2.24","-0.99","-1.36","-0.40","-1.76",NA
"931",1172,"Davidson",2005,"Southern (South)","23","9","72.4","65.7","6.69","-1.08","1.62","0.02","1.64",NA
"932",1172,"Davidson",2006,"Southern (South)","20","11","77.5","68.9","8.58","-3.04","5.01","-3.13","1.89",15
"933",1172,"Davidson",2007,"Southern (South)","29","5","81.3","68.7","12.62","-2.26","10.36","-2.06","8.31",13
"934",1172,"Davidson",2008,"Southern (South)","29","7","77.9","63.2","14.69","1.66","8.49","5.44","13.93",10
"935",1172,"Davidson",2009,"Southern (South)","27","8","77.8","65.9","11.94","-3.33","6.29","1.97","8.26",NA
"936",1172,"Davidson",2010,"Southern (South)","16","15","72.3","71.0","1.29","-1.26","0.46","-2.72","-2.26",NA
"937",1172,"Davidson",2011,"Southern (South)","18","15","72.5","68.7","3.82","-2.17","1.29","-1.68","-0.39",NA
"938",1172,"Davidson",2012,"Southern (South)","25","8","77.9","67.8","10.09","-1.68","8.39","-1.13","7.26",13
"939",1172,"Davidson",2013,"Southern (South)","26","8","73.2","62.1","11.18","-3.45","4.61","2.67","7.27",14
"940",1172,"Davidson",2014,"Southern","20","13","78.5","72.8","5.67","-3.73","6.25","-5.44","0.81",NA
"941",1172,"Davidson",2015,"A-10","24","8","79.0","69.4","9.63","3.19","13.12","-1.16","11.97",10
"942",1172,"Davidson",2016,"A-10","20","13","79.0","78.1","0.97","5.14","8.98","-3.25","5.74",NA
"943",1172,"Davidson",2017,"A-10","17","15","73.8","71.6","2.19","4.26","3.56","2.88","6.45",NA
"944",1173,"Dayton",2003,"A-10 (West)","24","6","72.7","66.9","5.83","5.17","7.00","4.00","11.00",4
"945",1173,"Dayton",2004,"A-10 (West)","24","9","68.0","64.5","3.55","3.57","0.57","6.54","7.11",10
"946",1173,"Dayton",2005,"A-10 (West)","18","11","64.7","61.6","3.14","0.38","-2.77","6.29","3.52",NA
"947",1173,"Dayton",2006,"A-10","14","17","63.4","61.8","1.55","2.04","-2.77","5.84","3.07",NA
"948",1173,"Dayton",2007,"A-10","19","12","66.9","66.2","0.77","1.97","-1.14","3.89","2.75",NA
"949",1173,"Dayton",2008,"A-10","23","11","68.1","64.2","3.91","4.06","2.39","5.59","7.98",NA
"950",1173,"Dayton",2009,"A-10","27","8","66.8","61.4","5.40","1.76","-0.85","8.00","7.16",11
"951",1173,"Dayton",2010,"A-10","25","12","70.2","62.3","7.95","5.61","3.27","9.98","13.25",NA
"952",1173,"Dayton",2011,"A-10","22","14","67.0","65.4","1.67","3.20","1.01","3.86","4.87",NA
"953",1173,"Dayton",2012,"A-10","20","13","71.8","67.6","4.18","4.30","6.87","1.61","8.48",NA
"954",1173,"Dayton",2013,"A-10","17","14","71.8","66.7","5.10","4.27","7.34","2.02","9.36",NA
"955",1173,"Dayton",2014,"A-10","26","11","72.2","67.0","5.22","5.34","5.03","5.52","10.55",11
"956",1173,"Dayton",2015,"A-10","27","9","67.8","60.8","6.92","4.06","2.88","8.10","10.98",11
"957",1173,"Dayton",2016,"A-10","25","8","72.5","65.9","6.58","4.76","2.28","9.06","11.34",7
"958",1173,"Dayton",2017,"A-10","24","8","75.9","66.4","9.44","4.27","5.80","7.18","12.98",7
"959",1174,"Delaware",2003,"CAA","15","14","68.6","68.3","0.31","-1.54","-0.25","-0.97","-1.22",NA
"960",1174,"Delaware",2004,"CAA","16","12","71.0","69.7","1.29","-1.95","1.45","-2.11","-0.66",NA
"961",1174,"Delaware",2005,"CAA","11","20","65.1","68.3","-3.19","-2.47","-4.33","-1.34","-5.66",NA
"962",1174,"Delaware",2006,"CAA","9","21","66.1","70.9","-4.77","-0.54","-2.52","-2.79","-5.31",NA
"963",1174,"Delaware",2007,"CAA","5","26","60.5","69.8","-9.35","-2.06","-8.66","-2.76","-11.41",NA
"964",1174,"Delaware",2008,"CAA","14","17","63.1","66.5","-3.39","-2.43","-5.24","-0.58","-5.82",NA
"965",1174,"Delaware",2009,"CAA","13","19","67.9","70.1","-2.19","-2.64","0.08","-4.91","-4.83",NA
"966",1174,"Delaware",2010,"CAA","7","24","63.4","72.6","-9.23","1.37","-3.74","-4.12","-7.86",NA
"967",1174,"Delaware",2011,"CAA","14","17","62.9","66.6","-3.68","-0.11","-4.89","1.11","-3.79",NA
"968",1174,"Delaware",2012,"CAA","18","14","68.9","68.4","0.56","-2.18","2.23","-3.84","-1.61",NA
"969",1174,"Delaware",2013,"CAA","19","14","69.0","68.9","0.03","-0.81","2.62","-3.40","-0.78",NA
"970",1174,"Delaware",2014,"CAA","25","10","79.5","75.7","3.83","-1.10","9.67","-6.94","2.73",13
"971",1174,"Delaware",2015,"CAA","10","20","66.0","72.0","-6.07","-1.69","-1.89","-5.86","-7.76",NA
"972",1174,"Delaware",2016,"CAA","7","23","66.2","75.7","-9.47","0.85","-4.63","-4.00","-8.62",NA
"973",1174,"Delaware",2017,"CAA","13","20","65.4","72.2","-6.79","-1.42","-9.77","-0.20","-9.97",NA
"974",1175,"Delaware State",2003,"MEAC","15","12","62.2","62.6","-0.37","-9.57","-12.66","2.72","-9.94",NA
"975",1175,"Delaware State",2004,"MEAC","13","15","61.5","61.9","-0.46","-7.97","-10.41","1.97","-8.44",NA
"976",1175,"Delaware State",2005,"MEAC","19","14","61.9","61.7","0.21","-6.89","-9.38","2.71","-6.68",16
"977",1175,"Delaware State",2006,"MEAC","21","14","57.5","57.5","0.09","-6.22","-13.96","7.83","-6.13",NA
"978",1175,"Delaware State",2007,"MEAC","21","13","59.7","58.8","0.97","-6.58","-13.13","6.42","-6.70",NA
"979",1175,"Delaware State",2008,"MEAC","14","16","59.0","61.8","-2.80","-6.88","-14.06","2.55","-11.51",NA
"980",1175,"Delaware State",2009,"MEAC","8","24","57.7","65.6","-7.84","-4.78","-13.02","-1.51","-14.53",NA
"981",1175,"Delaware State",2010,"MEAC","17","12","58.5","58.3","0.21","-7.60","-13.05","3.97","-9.08",NA
"982",1175,"Delaware State",2011,"MEAC","9","21","62.5","65.6","-3.10","-6.39","-11.22","-0.96","-12.18",NA
"983",1175,"Delaware State",2012,"MEAC","15","14","66.1","64.4","1.69","-6.78","-6.49","-1.58","-8.07",NA
"984",1175,"Delaware State",2013,"MEAC","15","18","60.5","63.5","-2.94","-5.90","-9.52","-1.68","-11.19",NA
"985",1175,"Delaware State",2014,"MEAC","9","21","61.6","64.9","-3.30","-6.11","-13.55","0.91","-12.64",NA
"986",1175,"Delaware State",2015,"MEAC","18","18","70.4","72.4","-2.06","-6.75","-1.53","-9.25","-10.78",NA
"987",1175,"Delaware State",2016,"MEAC","7","25","61.9","73.0","-11.13","-6.85","-15.01","-5.87","-20.88",NA
"988",1175,"Delaware State",2017,"MEAC","10","22","68.3","75.0","-6.66","-9.37","-11.85","-6.95","-18.81",NA
"989",1176,"Denver",2003,"Sun Belt (West)","17","15","70.9","69.1","1.81","-0.28","0.68","0.86","1.53",NA
"990",1176,"Denver",2004,"Sun Belt (West)","14","13","69.5","69.6","-0.07","-1.67","-0.30","-2.06","-2.37",NA
"991",1176,"Denver",2005,"Sun Belt (West)","20","11","73.1","67.0","6.13","-0.44","3.01","1.55","4.56",NA
"992",1176,"Denver",2006,"Sun Belt (West)","16","15","66.5","66.0","0.48","-1.42","-6.36","5.17","-1.19",NA
"993",1176,"Denver",2007,"Sun Belt (West)","4","25","64.0","75.7","-11.69","-5.89","-9.49","-8.67","-18.16",NA
"994",1176,"Denver",2008,"Sun Belt (West)","11","19","56.6","60.4","-3.77","-2.22","-14.23","8.09","-6.14",NA
"995",1176,"Denver",2009,"Sun Belt (West)","15","16","60.8","60.4","0.39","-4.97","-10.69","6.11","-4.58",NA
"996",1176,"Denver",2010,"Sun Belt (West)","19","13","65.0","62.9","2.09","-4.89","-6.50","3.75","-2.76",NA
"997",1176,"Denver",2011,"Sun Belt (West)","13","17","60.0","60.6","-0.57","-3.48","-11.16","7.12","-4.04",NA
"998",1176,"Denver",2012,"Sun Belt (West)","22","9","68.1","60.5","7.61","-1.47","0.08","6.06","6.14",NA
"999",1176,"Denver",2013,"WAC","22","10","64.9","55.9","8.94","0.26","-2.73","11.93","9.20",NA
"1000",1176,"Denver",2014,"Summit","16","15","65.9","64.5","1.45","-0.42","-4.56","5.40","0.84",NA
"1001",1176,"Denver",2015,"Summit","12","18","62.2","63.0","-0.83","-3.13","-7.04","3.08","-3.96",NA
"1002",1176,"Denver",2016,"Summit","16","15","65.2","65.3","-0.10","-3.24","-10.40","7.06","-3.34",NA
"1003",1176,"Denver",2017,"Summit","16","14","75.8","74.6","1.20","-4.19","-0.65","-2.34","-2.99",NA
"1004",1177,"DePaul",2003,"CUSA (American)","16","13","67.2","64.9","2.34","6.49","0.83","8.00","8.84",NA
"1005",1177,"DePaul",2004,"CUSA","22","10","70.5","67.8","2.69","6.38","5.17","3.89","9.06",7
"1006",1177,"DePaul",2005,"CUSA","20","11","68.4","64.1","4.32","4.62","2.74","6.20","8.95",NA
"1007",1177,"DePaul",2006,"Big East","12","15","64.9","67.1","-2.22","8.74","1.04","5.48","6.52",NA
"1008",1177,"DePaul",2007,"Big East","20","14","67.6","63.3","4.35","8.53","2.35","10.09","12.44",NA
"1009",1177,"DePaul",2008,"Big East","11","19","72.6","75.8","-3.20","8.73","6.25","-1.94","4.31",NA
"1010",1177,"DePaul",2009,"Big East","9","24","64.3","72.4","-8.09","6.88","-1.13","-0.08","-1.21",NA
"1011",1177,"DePaul",2010,"Big East","8","23","61.0","66.9","-5.87","7.58","-4.34","5.95","1.61",NA
"1012",1177,"DePaul",2011,"Big East","7","24","67.9","76.7","-8.84","7.53","3.78","-5.09","-1.31",NA
"1013",1177,"DePaul",2012,"Big East","12","19","74.1","76.7","-2.58","4.57","10.49","-8.50","1.99",NA
"1014",1177,"DePaul",2013,"Big East","11","21","71.4","75.3","-3.91","5.61","8.99","-7.29","1.71",NA
"1015",1177,"DePaul",2014,"Big East","12","21","69.4","75.4","-5.97","7.47","3.06","-1.56","1.50",NA
"1016",1177,"DePaul",2015,"Big East","12","20","69.4","73.6","-4.19","7.49","6.58","-3.28","3.30",NA
"1017",1177,"DePaul",2016,"Big East","9","22","67.5","75.0","-7.52","8.34","-0.79","1.61","0.83",NA
"1018",1177,"DePaul",2017,"Big East","9","23","68.9","74.6","-5.69","7.78","-0.09","2.18","2.09",NA
"1019",1178,"Detroit Mercy",2003,"Horizon","18","12","70.9","64.5","6.43","-0.10","1.23","4.64","5.86",NA
"1020",1178,"Detroit Mercy",2004,"Horizon","19","11","64.9","59.6","5.37","0.37","-4.71","10.45","5.74",NA
"1021",1178,"Detroit Mercy",2005,"Horizon","14","16","61.3","60.3","1.03","1.01","-7.16","8.79","1.63",NA
"1022",1178,"Detroit Mercy",2006,"Horizon","16","16","63.6","65.1","-1.53","0.07","-5.15","2.78","-2.37",NA
"1023",1178,"Detroit Mercy",2007,"Horizon","11","19","63.8","66.7","-2.97","1.01","-4.31","2.35","-1.96",NA
"1024",1178,"Detroit Mercy",2008,"Horizon","7","23","58.8","65.4","-6.57","1.00","-8.32","1.94","-6.38",NA
"1025",1178,"Detroit Mercy",2009,"Horizon","7","23","56.5","64.6","-8.10","0.65","-9.76","1.69","-8.08",NA
"1026",1178,"Detroit Mercy",2010,"Horizon","20","14","69.4","65.7","3.71","-1.59","0.20","1.15","1.35",NA
"1027",1178,"Detroit Mercy",2011,"Horizon","17","16","74.5","72.6","1.88","0.91","6.77","-4.89","1.88",NA
"1028",1178,"Detroit Mercy",2012,"Horizon","22","14","72.1","67.6","4.58","-0.01","4.63","-2.23","2.40",15
"1029",1178,"Detroit Mercy",2013,"Horizon","20","13","77.8","70.9","6.91","1.62","11.66","-4.94","6.71",NA
"1030",1178,"Detroit Mercy",2014,"Horizon","13","19","71.1","70.8","0.25","-0.25","-0.92","-2.33","-3.25",NA
"1031",1178,"Detroit Mercy",2015,"Horizon","15","18","70.7","70.8","-0.03","0.13","1.68","-3.93","-2.25",NA
"1032",1178,"Detroit Mercy",2016,"Horizon","16","15","83.7","82.8","0.90","-0.82","8.87","-11.31","-2.44",NA
"1033",1178,"Detroit Mercy",2017,"Horizon","8","23","77.0","84.8","-7.84","-1.62","2.23","-12.95","-10.72",NA
"1034",1179,"Drake",2003,"MVC","10","20","67.2","70.2","-2.97","1.47","-4.64","0.36","-4.28",NA
"1035",1179,"Drake",2004,"MVC","12","16","69.9","71.5","-1.61","2.15","2.04","-2.12","-0.07",NA
"1036",1179,"Drake",2005,"MVC","13","16","69.3","71.6","-2.31","4.57","3.28","-1.03","2.26",NA
"1037",1179,"Drake",2006,"MVC","12","19","69.0","68.8","0.16","5.48","3.36","-0.92","2.45",NA
"1038",1179,"Drake",2007,"MVC","17","15","74.9","74.2","0.75","4.58","8.29","-4.65","3.64",NA
"1039",1179,"Drake",2008,"MVC","28","5","73.9","62.1","11.82","4.15","7.43","6.65","14.08",5
"1040",1179,"Drake",2009,"MVC","17","16","64.5","62.5","1.97","1.41","-2.76","4.08","1.32",NA
"1041",1179,"Drake",2010,"MVC","14","19","66.6","68.5","-1.88","3.34","-0.04","0.58","0.54",NA
"1042",1179,"Drake",2011,"MVC","13","18","64.4","67.7","-3.32","0.76","-2.69","0.13","-2.56",NA
"1043",1179,"Drake",2012,"MVC","18","16","67.0","66.8","0.24","2.96","0.41","2.03","2.44",NA
"1044",1179,"Drake",2013,"MVC","15","17","71.8","72.5","-0.72","5.14","6.83","-3.41","3.43",NA
"1045",1179,"Drake",2014,"MVC","15","16","68.3","68.2","0.03","1.03","-2.12","1.36","-0.77",NA
"1046",1179,"Drake",2015,"MVC","9","22","59.5","66.8","-7.29","2.22","-5.78","-0.27","-6.04",NA
"1047",1179,"Drake",2016,"MVC","7","24","67.5","71.9","-4.42","0.92","-3.21","-1.94","-5.15",NA
"1048",1179,"Drake",2017,"MVC","7","24","71.2","77.1","-5.87","1.91","1.02","-5.73","-4.71",NA
"1049",1180,"Drexel",2003,"CAA","19","12","68.6","65.2","3.45","-1.45","-0.66","2.22","1.56",NA
"1050",1180,"Drexel",2004,"CAA","18","11","72.9","68.1","4.76","-1.22","3.89","-0.35","3.54",NA
"1051",1180,"Drexel",2005,"CAA","17","12","69.7","66.0","3.72","-1.91","0.40","1.42","1.82",NA
"1052",1180,"Drexel",2006,"CAA","15","16","62.3","59.7","2.55","1.17","-5.27","8.98","3.72",NA
"1053",1180,"Drexel",2007,"CAA","23","9","66.5","60.6","5.88","0.52","-2.29","7.71","5.43",NA
"1054",1180,"Drexel",2008,"CAA","12","20","59.5","64.5","-5.00","-1.85","-10.28","2.65","-7.63",NA
"1055",1180,"Drexel",2009,"CAA","15","14","61.7","61.2","0.48","-1.28","-6.54","5.74","-0.80",NA
"1056",1180,"Drexel",2010,"CAA","16","16","63.9","64.1","-0.22","0.19","-5.06","5.03","-0.03",NA
"1057",1180,"Drexel",2011,"CAA","21","10","63.7","59.7","4.03","-0.01","-5.06","9.08","4.02",NA
"1058",1180,"Drexel",2012,"CAA","29","7","65.3","56.1","9.17","-1.80","-1.71","9.08","7.37",NA
"1059",1180,"Drexel",2013,"CAA","13","18","63.0","63.1","-0.10","-0.98","-4.25","3.17","-1.08",NA
"1060",1180,"Drexel",2014,"CAA","16","14","68.8","67.3","1.47","-0.24","-0.98","2.21","1.23",NA
"1061",1180,"Drexel",2015,"CAA","11","19","59.6","64.3","-4.77","-0.85","-7.98","2.27","-5.71",NA
"1062",1180,"Drexel",2016,"CAA","6","25","63.2","70.4","-7.26","1.88","-8.35","2.93","-5.42",NA
"1063",1180,"Drexel",2017,"CAA","9","23","74.9","78.4","-3.47","-2.56","0.57","-8.00","-7.43",NA
"1064",1181,"Duke",2003,"ACC","26","7","81.1","69.6","11.48","8.38","14.87","4.99","19.86",3
"1065",1181,"Duke",2004,"ACC","31","6","79.8","65.0","14.81","10.86","15.77","9.90","25.67",1
"1066",1181,"Duke",2005,"ACC","27","6","78.2","65.2","12.97","10.04","13.00","10.02","23.01",1
"1067",1181,"Duke",2006,"ACC","32","4","81.1","68.1","13.00","8.77","16.73","5.04","21.77",1
"1068",1181,"Duke",2007,"ACC","22","11","70.4","62.0","8.36","10.49","5.87","12.98","18.85",6
"1069",1181,"Duke",2008,"ACC","28","6","83.2","69.4","13.79","9.28","16.48","5.04","21.52",2
"1070",1181,"Duke",2009,"ACC","30","7","77.5","65.9","11.57","9.07","11.97","8.12","20.10",2
"1071",1181,"Duke",2010,"ACC","35","5","77.0","61.0","16.00","9.21","13.17","12.04","25.21",1
"1072",1181,"Duke",2011,"ACC","32","5","80.9","64.7","16.19","8.32","16.55","7.95","24.51",1
"1073",1181,"Duke",2012,"ACC","27","7","77.3","68.6","8.65","8.40","13.75","3.30","17.05",2
"1074",1181,"Duke",2013,"ACC","30","6","77.2","65.3","11.89","9.54","14.19","7.24","21.43",2
"1075",1181,"Duke",2014,"ACC","26","9","78.4","67.4","11.03","8.48","13.87","5.64","19.51",3
"1076",1181,"Duke",2015,"ACC","35","4","79.3","64.2","15.10","9.87","17.28","7.69","24.97",1
"1077",1181,"Duke",2016,"ACC","25","11","81.1","72.5","8.64","10.59","13.71","5.52","19.23",4
"1078",1181,"Duke",2017,"ACC","28","9","80.8","70.2","10.65","10.91","13.15","8.41","21.56",2
"1079",1182,"Duquesne",2003,"A-10 (West)","9","21","66.7","73.4","-6.67","2.29","-1.40","-2.98","-4.38",NA
"1080",1182,"Duquesne",2004,"A-10 (West)","12","17","70.3","71.4","-1.07","2.23","3.24","-2.08","1.16",NA
"1081",1182,"Duquesne",2005,"A-10 (West)","8","22","67.1","74.6","-7.50","0.90","-0.40","-6.20","-6.60",NA
"1082",1182,"Duquesne",2006,"A-10","3","24","66.1","77.4","-11.30","1.09","-1.11","-9.10","-10.21",NA
"1083",1182,"Duquesne",2007,"A-10","10","19","78.3","84.5","-6.17","0.50","9.43","-15.10","-5.67",NA
"1084",1182,"Duquesne",2008,"A-10","17","13","82.3","74.1","8.23","1.85","13.47","-4.51","8.96",NA
"1085",1182,"Duquesne",2009,"A-10","21","13","78.9","74.7","4.18","2.48","12.02","-5.98","6.04",NA
"1086",1182,"Duquesne",2010,"A-10","16","16","70.3","71.4","-1.03","1.95","3.96","-3.17","0.79",NA
"1087",1182,"Duquesne",2011,"A-10","19","13","77.9","68.0","9.91","1.49","9.58","0.75","10.33",NA
"1088",1182,"Duquesne",2012,"A-10","16","15","72.6","72.0","0.65","3.96","5.67","-1.58","4.09",NA
"1089",1182,"Duquesne",2013,"A-10","8","22","67.6","75.6","-8.03","3.50","2.26","-6.80","-4.54",NA
"1090",1182,"Duquesne",2014,"A-10","13","17","73.3","73.7","-0.37","1.03","4.85","-4.19","0.66",NA
"1091",1182,"Duquesne",2015,"A-10","12","19","71.4","74.3","-2.90","1.41","5.62","-8.54","-2.93",NA
"1092",1182,"Duquesne",2016,"A-10","17","17","79.5","78.7","0.79","1.35","7.18","-5.77","1.41",NA
"1093",1182,"Duquesne",2017,"A-10","10","22","70.5","74.3","-3.75","0.69","-0.54","-2.53","-3.06",NA
